WONo,WOPartNo,WORef,WOSalesOrder,WOLineNo,WOStatus,WOProjectNo,WOQty,WOQtyReceived,WOQtyOS,WOCreationDate,WOCreatedByUser,WOSchedStartDate,WOSchedFinishDate,WOActualStartDate,WOActualFinishDate,WODateTotalQtyReceived,WOJobType,WOPriority,WOMasterNo,WOblnLotCards,WOLotQty,WOReprintNo,WOLastBatchNo,WORevNo,WOBonus,WOBookingRef,WOParentNo,WOBOMName,WOBOMRev,WORoutName,WORoutRev,WOOffPlanReason,WOTycoTestID,WOEstMatCost,WOEstLabCost,WOEstSubCost,WOEstOrigQty,WOSFLStatus,WODepartment,WOStandard,WOIsForecast,WOOriginalForecastNo,WOForecastCustomer,MasterWO_SO,MasterWO_SOLine,WOLevel,WOIssueLocation,WOEarliestStartDate,WOSplitFromWONo,WOCastCode,WO3rdPartyUpdate,PM_DateSentToPM,PM_NestNo,PM_DateSentToMachine,PM_DateCut,StockAllocationWO,WorksOrdersBOM,WorksOrdersRouting,tlkpWOJobType
17352,E/15625-3,4700095163  /  4700095414,6356,3,50,null,1,1,0,20/07/2022 00:00:00,JACQUELINE GATENBY,20/07/2022 00:00:00,20/07/2022 00:00:00,20/07/2022 00:00:00,04/08/2022 00:00:00,04/08/2022 00:00:00,null,null,17352,FALSE,0,0,1,null,0,null,17352,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6356,3,0,null,20/07/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17351,E/15413-3,4700255104 / GB15,6327,3,50,A BLACKWOOD,1,1,0,18/07/2022 00:00:00,JACQUELINE GATENBY,18/07/2022 00:00:00,18/07/2022 00:00:00,25/06/2022 09:02:00,08/11/2022 00:00:00,08/11/2022 00:00:00,null,null,17351,FALSE,0,0,1,null,0,null,17351,STANDARD,null,STANDARD,null,null,0,1843,2970,0,1,null,null,-1,FALSE,0,null,6327,3,0,null,18/07/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17350,E/15012-4,47042807,6277,4,50,A BLACKWOOD,1,1,0,18/07/2022 00:00:00,JACQUELINE GATENBY,18/07/2022 00:00:00,18/07/2022 00:00:00,19/07/2022 09:14:00,06/10/2022 00:00:00,27/09/2022 00:00:00,null,null,17350,FALSE,0,1,1,null,0,null,17350,STANDARD,null,STANDARD,null,null,0,1,2145,0,1,null,null,-1,FALSE,0,null,6277,4,0,null,18/07/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17349,E/15012-3,47042807,6277,3,50,A BLACKWOOD,1,1,0,18/07/2022 00:00:00,JACQUELINE GATENBY,18/07/2022 00:00:00,18/07/2022 00:00:00,20/07/2022 09:37:00,27/09/2022 00:00:00,27/09/2022 00:00:00,null,null,17349,FALSE,0,4,1,null,0,null,17349,STANDARD,null,STANDARD,null,null,0,175,660,600,1,null,null,-1,FALSE,0,null,6277,3,0,null,18/07/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17348,E/15296-6,PO3229,6282,6,20,S ARMSTRONG,1,0,1,15/07/2022 00:00:00,JACQUELINE GATENBY,15/07/2022 00:00:00,15/07/2022 00:00:00,13/09/2022 14:25:00,null,null,null,null,17348,FALSE,0,1,0,null,0,null,17348,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6282,6,0,null,15/07/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17347,E/15244-7,208864,6360,7,20,A REED,1,0,1,14/07/2022 00:00:00,JACQUELINE GATENBY,14/07/2022 00:00:00,22/09/2022 00:00:00,01/08/2022 10:24:00,null,null,null,null,17347,FALSE,0,1,0,null,0,null,17347,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6360,7,0,null,14/07/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17346,E/15244-6,208864,6360,6,20,A REED,1,0,1,14/07/2022 00:00:00,JACQUELINE GATENBY,14/07/2022 00:00:00,22/09/2022 00:00:00,02/11/2022 19:14:00,null,null,null,null,17346,FALSE,0,1,0,null,0,null,17346,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6360,6,0,null,14/07/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17345,E/15244-5,208864,6360,5,20,A REED,1,0,1,14/07/2022 00:00:00,JACQUELINE GATENBY,14/07/2022 00:00:00,22/09/2022 00:00:00,01/08/2022 14:30:00,null,null,null,null,17345,FALSE,0,2,0,null,0,null,17345,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6360,5,0,null,14/07/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17344,E/15244-4,208864,6360,4,20,A REED,1,0,1,14/07/2022 00:00:00,JACQUELINE GATENBY,14/07/2022 00:00:00,22/09/2022 00:00:00,01/08/2022 11:23:00,null,null,null,null,17344,FALSE,0,1,0,null,0,null,17344,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6360,4,0,null,14/07/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17343,E/15244-3,208864,6360,3,30,A REED,1,1,0,14/07/2022 00:00:00,JACQUELINE GATENBY,14/07/2022 00:00:00,22/09/2022 00:00:00,01/08/2022 22:15:00,null,07/11/2022 00:00:00,null,null,17343,FALSE,0,2,1,null,0,null,17343,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6360,3,0,null,14/07/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17342,E/15244-2,208864,6360,2,30,A REED,1,1,0,14/07/2022 00:00:00,JACQUELINE GATENBY,14/07/2022 00:00:00,22/09/2022 00:00:00,01/08/2022 14:26:00,null,16/11/2022 00:00:00,null,null,17342,FALSE,0,5,1,null,0,null,17342,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6360,2,0,null,14/07/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17341,E/15709-5,722300 OP,6370,5,50,S ARMSTRONG,1,1,0,14/07/2022 00:00:00,JACQUELINE GATENBY,14/07/2022 00:00:00,30/09/2022 00:00:00,26/07/2022 18:40:00,03/10/2022 00:00:00,29/09/2022 00:00:00,null,null,17341,FALSE,0,2,1,null,0,null,17341,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6370,5,0,null,14/07/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17340,E/15709-4,722300 OP,6370,4,50,S ARMSTRONG,1,1,0,14/07/2022 00:00:00,JACQUELINE GATENBY,14/07/2022 00:00:00,30/09/2022 00:00:00,26/07/2022 17:10:00,03/10/2022 00:00:00,29/09/2022 00:00:00,null,null,17340,FALSE,0,2,1,null,0,null,17340,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6370,4,0,null,14/07/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17339,E/15709-3,722300 OP,6370,3,50,S ARMSTRONG,1,1,0,14/07/2022 00:00:00,JACQUELINE GATENBY,14/07/2022 00:00:00,30/09/2022 00:00:00,27/07/2022 01:31:00,03/10/2022 00:00:00,29/09/2022 00:00:00,null,null,17339,FALSE,0,2,1,null,0,null,17339,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6370,3,0,null,14/07/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17338,E/15709-2,722300 OP,6370,2,50,S ARMSTRONG,1,1,0,14/07/2022 00:00:00,JACQUELINE GATENBY,14/07/2022 00:00:00,30/09/2022 00:00:00,27/07/2022 02:29:00,03/10/2022 00:00:00,29/09/2022 00:00:00,null,null,17338,FALSE,0,2,1,null,0,null,17338,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6370,2,0,null,14/07/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17337,E/15709-1,722300 OP,6370,1,50,S ARMSTRONG,1,1,0,14/07/2022 00:00:00,JACQUELINE GATENBY,14/07/2022 00:00:00,30/09/2022 00:00:00,19/07/2022 00:00:00,03/10/2022 00:00:00,29/09/2022 00:00:00,null,null,17337,FALSE,0,2,1,null,0,null,17337,STANDARD,null,STANDARD,null,null,0,1142.5,4341.669444,1098.4,1,null,null,-1,FALSE,0,null,6370,1,0,null,14/07/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17336,E/15126-1,P326634,6369,1,20,S ARMSTRONG,1,0,1,14/07/2022 00:00:00,JACQUELINE GATENBY,14/07/2022 00:00:00,14/07/2022 00:00:00,27/10/2022 00:00:00,null,null,null,null,17336,FALSE,0,1,0,null,0,null,17336,STANDARD,null,STANDARD,null,null,0,1600.53,5120.5,1340,1,null,null,-1,FALSE,0,null,6369,1,0,null,14/07/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17335,E/15704-1,PO_0208247,6368,1,50,null,1,1,0,11/07/2022 00:00:00,JACQUELINE GATENBY,11/07/2022 00:00:00,11/07/2022 00:00:00,13/07/2022 16:44:00,25/07/2022 00:00:00,19/07/2022 00:00:00,null,null,17335,FALSE,0,1,1,null,0,null,17335,STANDARD,null,STANDARD,null,null,0,178.5,1694,0,1,null,null,-1,FALSE,0,null,6368,1,0,null,11/07/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17334,E/15663-1,188513,6367,1,30,G SKELTON,1,1,0,11/07/2022 00:00:00,JACQUELINE GATENBY,03/08/2022 00:00:00,03/08/2022 00:00:00,18/10/2022 00:00:00,null,18/10/2022 00:00:00,null,null,17334,FALSE,0,0,1,null,0,null,17334,STANDARD,null,STANDARD,null,null,0,2604.24,14781.525,234.25,1,null,null,-1,FALSE,0,null,6367,1,0,null,03/08/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17333,E/15403-3,4500001455-U01,6339,3,20,A REED,1,0,1,08/07/2022 00:00:00,JACQUELINE GATENBY,08/07/2022 00:00:00,14/12/2022 00:00:00,01/11/2022 07:46:00,null,null,null,null,17333,FALSE,0,6,0,null,0,null,17333,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6339,3,0,null,08/07/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17332,E/15403-2,4500001455-U01,6339,2,20,A REED,1,0,1,08/07/2022 00:00:00,JACQUELINE GATENBY,08/07/2022 00:00:00,14/12/2022 00:00:00,01/11/2022 00:00:00,null,null,null,null,17332,FALSE,0,5,0,null,0,null,17332,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6339,2,0,null,08/07/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17331,E/15629-5,722138 OP,6363,5,50,S ARMSTRONG,1,1,0,05/07/2022 00:00:00,JACQUELINE GATENBY,05/07/2022 00:00:00,19/08/2022 00:00:00,07/07/2022 03:31:00,26/07/2022 00:00:00,26/07/2022 00:00:00,null,null,17331,FALSE,0,1,1,null,0,null,17331,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6363,5,0,null,05/07/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17330,E/15629-4,722138 OP,6363,4,50,S ARMSTRONG,1,1,0,05/07/2022 00:00:00,JACQUELINE GATENBY,05/07/2022 00:00:00,19/08/2022 00:00:00,06/07/2022 14:10:00,26/07/2022 00:00:00,26/07/2022 00:00:00,null,null,17330,FALSE,0,1,1,null,0,null,17330,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6363,4,0,null,05/07/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17329,E/15629-3,722138 OP,6363,3,50,S ARMSTRONG,1,1,0,05/07/2022 00:00:00,JACQUELINE GATENBY,05/07/2022 00:00:00,19/08/2022 00:00:00,07/07/2022 19:09:00,26/07/2022 00:00:00,26/07/2022 00:00:00,null,null,17329,FALSE,0,1,1,null,0,null,17329,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6363,3,0,null,05/07/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17328,E/15629-2,722138 OP,6363,2,50,S ARMSTRONG,1,1,0,05/07/2022 00:00:00,JACQUELINE GATENBY,05/07/2022 00:00:00,19/08/2022 00:00:00,06/07/2022 15:00:00,26/07/2022 00:00:00,26/07/2022 00:00:00,null,null,17328,FALSE,0,1,1,null,0,null,17328,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6363,2,0,null,05/07/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17327,E/14891-15,1053079,6166,15,50,null,1,1,0,01/07/2022 00:00:00,JACQUELINE GATENBY,01/07/2022 00:00:00,01/07/2022 00:00:00,01/07/2022 00:00:00,01/07/2022 00:00:00,01/07/2022 00:00:00,null,null,17327,FALSE,0,0,1,null,0,null,17327,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6166,15,0,null,01/07/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17326,E/15585-1,PO3311,6366,1,20,S ARMSTRONG,1,0,1,28/06/2022 00:00:00,JACQUELINE GATENBY,28/06/2022 00:00:00,16/09/2022 00:00:00,24/08/2022 00:00:00,null,null,null,null,17326,FALSE,0,0,0,null,0,null,17326,STANDARD,null,STANDARD,null,null,0,6968.92,8954,2630,1,null,null,-1,FALSE,0,null,6366,1,0,null,28/06/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17325,E/15670-1,17SO0001935,6365,1,30,7. S BROWN,1,1,0,28/06/2022 00:00:00,JACQUELINE GATENBY,28/06/2022 00:00:00,31/07/2022 00:00:00,24/06/2022 00:00:00,null,03/10/2022 00:00:00,null,null,17325,FALSE,0,0,1,null,0,null,17325,STANDARD,null,STANDARD,null,null,0,1,103125,0,1,null,null,-1,FALSE,0,null,6365,1,0,null,28/06/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17324,E/15581-1,4500896295,6364,1,30,5. C SHIELS,1,1,0,27/06/2022 00:00:00,JACQUELINE GATENBY,27/06/2022 00:00:00,27/06/2022 00:00:00,02/08/2022 06:16:00,null,01/09/2022 00:00:00,null,null,17324,FALSE,0,2,1,null,0,null,17324,STANDARD,null,STANDARD,null,null,0,3387.68,12237.5,500,1,null,null,-1,FALSE,0,null,6364,1,0,null,27/06/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17323,E/15629-1,722138 OP,6363,1,50,S ARMSTRONG,1,1,0,27/06/2022 00:00:00,JACQUELINE GATENBY,27/06/2022 00:00:00,19/08/2022 00:00:00,29/06/2022 00:00:00,29/07/2022 00:00:00,26/07/2022 00:00:00,null,null,17323,FALSE,0,0,1,null,0,null,17323,STANDARD,null,STANDARD,null,null,0,1253.5,3375.472222,700,1,null,null,-1,FALSE,0,null,6363,1,0,null,27/06/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17322,E/15625-2,4700095414,6356,2,50,null,1,1,0,24/06/2022 00:00:00,JACQUELINE GATENBY,06/07/2022 00:00:00,06/07/2022 00:00:00,07/07/2022 00:00:00,03/10/2022 00:00:00,20/07/2022 00:00:00,null,null,17322,FALSE,0,0,1,null,0,null,17322,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6356,2,0,null,06/07/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17321,E/15463-1,PO3875-0,6362,1,20,A REED,1,0,1,22/06/2022 00:00:00,JACQUELINE GATENBY,22/06/2022 00:00:00,10/08/2022 00:00:00,02/08/2022 15:54:00,null,null,null,null,17321,FALSE,0,4,0,null,0,null,17321,STANDARD,null,STANDARD,null,null,0,4838.64,22801.28889,1480,1,null,null,-1,FALSE,0,null,6362,1,0,null,22/06/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17320,E/14891-14,1053079,6166,14,20,null,1,0,1,22/06/2022 00:00:00,JACQUELINE GATENBY,22/06/2022 00:00:00,22/06/2022 00:00:00,08/08/2022 11:16:00,null,null,null,null,17320,FALSE,0,0,0,null,0,null,17320,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6166,14,0,null,22/06/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17319,E/15638-4,722062 OP,6361,4,50,null,2,2,0,21/06/2022 00:00:00,JACQUELINE GATENBY,21/06/2022 00:00:00,29/07/2022 00:00:00,04/07/2022 23:24:00,20/07/2022 00:00:00,20/07/2022 00:00:00,null,null,17319,FALSE,0,1,1,null,0,null,17319,STANDARD,null,STANDARD,null,null,0,2,0,0,2,null,null,-1,FALSE,0,null,6361,4,0,null,21/06/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17318,E/15638-3,722062 OP,6361,3,50,null,2,2,0,21/06/2022 00:00:00,JACQUELINE GATENBY,21/06/2022 00:00:00,29/07/2022 00:00:00,04/07/2022 17:09:00,20/07/2022 00:00:00,20/07/2022 00:00:00,null,null,17318,FALSE,0,1,1,null,0,null,17318,STANDARD,null,STANDARD,null,null,0,2,0,0,2,null,null,-1,FALSE,0,null,6361,3,0,null,21/06/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17317,E/15638-2,722062 OP,6361,2,50,null,2,2,0,21/06/2022 00:00:00,JACQUELINE GATENBY,21/06/2022 00:00:00,29/07/2022 00:00:00,29/06/2022 23:18:00,20/07/2022 00:00:00,20/07/2022 00:00:00,null,null,17317,FALSE,0,1,1,null,0,null,17317,STANDARD,null,STANDARD,null,null,0,2,0,0,2,null,null,-1,FALSE,0,null,6361,2,0,null,21/06/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17316,E/14804-20,CN204700-0-POR-5001 (VAT REG. NO. GB 945 6484 83),6170,20,50,null,1,0,1,16/06/2022 00:00:00,JACQUELINE GATENBY,28/06/2022 00:00:00,28/06/2022 00:00:00,15/06/2022 07:49:00,05/10/2022 00:00:00,null,null,null,17316,FALSE,0,0,0,null,0,null,17316,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6170,20,0,null,28/06/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17315,E/15596-2,27357,6348,7,50,null,2,2,0,15/06/2022 00:00:00,JACQUELINE GATENBY,15/06/2022 00:00:00,15/06/2022 00:00:00,15/06/2022 00:00:00,15/06/2022 00:00:00,15/06/2022 00:00:00,null,null,17315,FALSE,0,0,1,null,0,null,17315,STANDARD,null,STANDARD,null,null,0,192.6,2526.577778,0,2,null,null,-1,FALSE,0,null,6348,7,0,null,15/06/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17314,E/15638-1,722062 OP,6361,1,50,null,2,2,0,15/06/2022 00:00:00,JACQUELINE GATENBY,15/06/2022 00:00:00,29/07/2022 00:00:00,23/06/2022 00:00:00,20/07/2022 00:00:00,20/07/2022 00:00:00,null,null,17314,FALSE,0,1,1,null,0,null,17314,STANDARD,null,STANDARD,null,null,0,3015.4,8450.077778,1340,2,null,null,-1,FALSE,0,null,6361,1,0,null,15/06/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17313,E/15480-2,4501601272,6317,2,50,null,1,1,0,13/06/2022 00:00:00,JACQUELINE GATENBY,13/06/2022 00:00:00,13/06/2022 00:00:00,13/06/2022 00:00:00,13/06/2022 00:00:00,13/06/2022 00:00:00,null,null,17313,FALSE,0,0,1,null,0,null,17313,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6317,2,0,null,13/06/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17312,E/14748-4,208684,6324,4,50,null,1,1,0,13/06/2022 00:00:00,JACQUELINE GATENBY,13/06/2022 00:00:00,13/06/2022 00:00:00,13/06/2022 00:00:00,13/06/2022 00:00:00,13/06/2022 00:00:00,null,null,17312,FALSE,0,0,1,null,0,null,17312,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6324,4,0,null,13/06/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17311,E/15244-1,208864,6360,1,20,A REED,12,0,12,10/06/2022 00:00:00,JACQUELINE GATENBY,10/06/2022 00:00:00,22/09/2022 00:00:00,03/11/2022 08:18:00,null,null,null,null,17311,FALSE,0,1,0,null,0,null,17311,STANDARD,null,STANDARD,null,null,0,36044,42651.15556,5952,4,null,null,-1,FALSE,0,null,6360,1,0,null,10/06/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17310,E/14748-3,207442,6324,3,50,null,1,1,0,10/06/2022 00:00:00,JACQUELINE GATENBY,10/06/2022 00:00:00,10/06/2022 00:00:00,10/06/2022 00:00:00,10/06/2022 00:00:00,10/06/2022 00:00:00,null,null,17310,FALSE,0,0,1,null,0,null,17310,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6324,3,0,null,10/06/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17309,E/15617-1,9982 / SC11,6359,1,50,null,1,1,0,09/06/2022 00:00:00,JACQUELINE GATENBY,09/06/2022 00:00:00,09/06/2022 00:00:00,13/06/2022 00:00:00,07/07/2022 00:00:00,07/07/2022 00:00:00,null,null,17309,FALSE,0,0,1,null,0,null,17309,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6359,1,0,null,09/06/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17308,E/14460-15,1048355,6113,15,10,null,1,0,1,09/06/2022 00:00:00,JACQUELINE GATENBY,28/06/2022 00:00:00,28/06/2022 00:00:00,null,null,null,null,null,17308,FALSE,0,0,0,null,0,null,17308,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6113,15,0,null,28/06/2022 00:00:00,0,null,NEW,null,null,null,null,[Table],[Table],[Table],
17307,E/15391-1,4700248718 / GB15,6358,1,50,null,1,1,0,09/06/2022 00:00:00,JACQUELINE GATENBY,28/06/2022 00:00:00,28/06/2022 00:00:00,10/06/2022 00:00:00,11/08/2022 00:00:00,14/06/2022 00:00:00,null,null,17307,FALSE,0,0,1,null,0,null,17307,STANDARD,null,STANDARD,null,null,0,300,1540,1510,1,null,null,-1,FALSE,0,null,6358,1,0,null,28/06/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17306,E/15618-1,TBC,6357,1,60,null,1,0,1,08/06/2022 00:00:00,JACQUELINE GATENBY,08/06/2022 00:00:00,08/06/2022 00:00:00,09/06/2022 00:00:00,09/06/2022 00:00:00,null,null,null,17306,FALSE,0,0,0,null,0,null,17306,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6357,1,0,null,08/06/2022 00:00:00,0,null,NEW,null,null,null,null,[Table],[Table],[Table],
17305,E/15625-1,4700095163,6356,1,50,null,1,1,0,06/06/2022 00:00:00,JACQUELINE GATENBY,06/07/2022 00:00:00,06/07/2022 00:00:00,09/06/2022 00:00:00,20/07/2022 00:00:00,20/07/2022 00:00:00,null,null,17305,FALSE,0,5,1,null,0,null,17305,STANDARD,null,STANDARD,null,null,0,8271.31,19211.775,2719.2,1,null,null,-1,FALSE,0,null,6356,1,0,null,06/07/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17304,E/15644-1,TBC,6355,1,60,null,1,0,1,06/06/2022 00:00:00,JACQUELINE GATENBY,28/06/2022 00:00:00,28/06/2022 00:00:00,29/06/2022 00:00:00,29/06/2022 00:00:00,null,null,null,17304,FALSE,0,0,0,null,0,null,17304,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6355,1,0,null,28/06/2022 00:00:00,0,null,NEW,null,null,null,null,[Table],[Table],[Table],
17303,E/15627-1,ENS22002-22-90016,6354,1,50,null,1,1,0,06/06/2022 00:00:00,JACQUELINE GATENBY,22/06/2022 00:00:00,22/06/2022 00:00:00,14/06/2022 00:00:00,14/07/2022 00:00:00,14/07/2022 00:00:00,null,null,17303,FALSE,0,3,1,null,0,null,17303,STANDARD,null,STANDARD,null,null,0,599.62,3358.972223,970,1,null,null,-1,FALSE,0,null,6354,1,0,null,22/06/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17302,E/15536-11,4700094406,6335,11,50,null,1,0,1,31/05/2022 00:00:00,JACQUELINE GATENBY,15/06/2022 00:00:00,15/06/2022 00:00:00,25/05/2022 10:10:00,29/09/2022 00:00:00,null,null,null,17302,FALSE,0,2,0,null,0,null,17302,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6335,11,0,null,15/06/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17301,E/15612-1,4300510817,6353,1,50,null,1,1,0,30/05/2022 00:00:00,JACQUELINE GATENBY,30/05/2022 00:00:00,10/06/2022 00:00:00,06/06/2022 00:00:00,13/07/2022 00:00:00,15/06/2022 00:00:00,null,null,17301,FALSE,0,3,1,null,0,null,17301,STANDARD,null,STANDARD,null,null,0,669.05,1414.630555,140,1,null,null,-1,FALSE,0,null,6353,1,0,null,30/05/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17300,E/14979-4,P293775,6217,4,50,null,1,1,0,27/05/2022 00:00:00,JACQUELINE GATENBY,27/05/2022 00:00:00,27/05/2022 00:00:00,27/05/2022 00:00:00,27/05/2022 00:00:00,27/05/2022 00:00:00,null,null,17300,FALSE,0,0,1,null,0,null,17300,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6217,4,0,null,27/05/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17299,E/14804-19,CN204700-0-POR-5001 (VAT REG. NO. GB 945 6484 83),6170,19,50,null,1,1,0,27/05/2022 00:00:00,JACQUELINE GATENBY,27/05/2022 00:00:00,10/06/2022 00:00:00,27/05/2022 09:49:00,15/06/2022 00:00:00,15/06/2022 00:00:00,null,null,17299,FALSE,0,2,1,null,0,null,17299,STANDARD,null,STANDARD,null,null,0,1,330,0,1,null,null,-1,FALSE,0,null,6170,19,0,null,27/05/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17298,E/15596-2,27357,6348,6,50,null,4,4,0,25/05/2022 00:00:00,JACQUELINE GATENBY,01/06/2022 00:00:00,09/06/2022 00:00:00,01/06/2022 00:19:00,15/06/2022 00:00:00,08/06/2022 00:00:00,null,null,17298,FALSE,0,0,2,null,0,null,17298,STANDARD,null,STANDARD,null,null,0,192.6,2526.577778,0,2,null,null,-1,FALSE,0,null,6348,6,0,null,31/05/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
