WONo,Status,Project,Qty,QtyRec,QtyOS,ActualFinishDate,TotalQtyRecDate,Priority,PartNo,PartDesc,PartGroupCode,OpNo,OpDesc,WC,PlannedSetUp,PlannedRun,BookedSet,BookedRun,OpComplete,OpQtyBooked
17539,Created,null,1,0,1,null,null,null,E/15918-4,"32"" BSDL",Structural,130,DRESS & FIT ITEM 6 (8off) AND ITEM 7 TO THE RISER STRUCTURE.,PLATE,0,6,0,0,FALSE,0
17539,Created,null,1,0,1,null,null,null,E/15918-4,"32"" BSDL",Structural,140,PRE-WELD DIMENSIONAL AND ORIENTATION CHECK.,INSPECT,0,0.25,0,0,FALSE,0
17539,Created,null,1,0,1,null,null,null,E/15918-4,"32"" BSDL",Structural,150,WELD ITEM 6 (8off) AND ITEM 7 TO THE RISER STRUCTURE.,WELD,0,6.5,0,0,FALSE,0
17539,Created,null,1,0,1,null,null,null,E/15918-4,"32"" BSDL",Structural,160,PRE-DELIVERY DIMENSIONAL & VISUAL WELD INSPECTION.,INSPECT,0,1,0,0,FALSE,0
17539,Created,null,1,0,1,null,null,null,E/15918-4,"32"" BSDL",Structural,170,COMPLETE ALL REMAINING N.D.T. REQUIREMENTS.,SUBCON,0,0,0,0,FALSE,0
17539,Created,null,1,0,1,null,null,null,E/15918-4,"32"" BSDL",Structural,180,FIT THE FLANGE & ACTUATOR PROTECTION & LOAD FOR DELIVERY.,GENERAL,0,1,0,0,FALSE,0
17539,Created,null,1,0,1,null,null,null,E/15918-4,"32"" BSDL",Structural,190,DO NOT USE THESE HOURS.,GENERAL,0,26.5,0,0,FALSE,0
17538,Created,null,1,0,1,null,null,null,E/15918-3,"32"" BSDL",Structural,10,FIT THE ITEM 5 ROUND BAR TO THE RISER STRUCTURE.,PLATE,0,3,0,0,FALSE,0
17538,Created,null,1,0,1,null,null,null,E/15918-3,"32"" BSDL",Structural,20,PRE-WELD DIMENSIONAL AND ORIENTATION CHECK.,INSPECT,0,0.25,0,0,FALSE,0
17538,Created,null,1,0,1,null,null,null,E/15918-3,"32"" BSDL",Structural,30,WELD THE ITEM 5 ROUND BAR TO THE RISER STRUCTURE.,WELD,0,13.75,0,0,FALSE,0
17538,Created,null,1,0,1,null,null,null,E/15918-3,"32"" BSDL",Structural,40,TURN THE RISER HORIZONTAL & SECURE IT TO THE MANIPULATOR.,PLATE,0,1.75,0,0,FALSE,0
17538,Created,null,1,0,1,null,null,null,E/15918-3,"32"" BSDL",Structural,50,PREP THE 6no ACTUATOR CUT OUTS IN THE RISER STRUCTURE.,PLATE,0,21,0,0,FALSE,0
17538,Created,null,1,0,1,null,null,null,E/15918-3,"32"" BSDL",Structural,60,FIT & BRACE THE 6no ACTUATORS TO THE RISER STRUCTURE.,PLATE,0,14,0,0,FALSE,0
17538,Created,null,1,0,1,null,null,null,E/15918-3,"32"" BSDL",Structural,70,"PRE-WELD DIMENSIONAL, ORIENTATION & FIT UP CHECK.",INSPECT,0,0.5,0,0,FALSE,0
17538,Created,null,1,0,1,null,null,null,E/15918-3,"32"" BSDL",Structural,80,WELD THE 6no ACTUATORS TO THE RISER STRUCTURE.,WELD,0,18.5,0,0,FALSE,0
17538,Created,null,1,0,1,null,null,null,E/15918-3,"32"" BSDL",Structural,90,REMOVE THE TEMPORARY BRACING FROM THE ACTUATORS.,PLATE,0,2,0,0,FALSE,0
17538,Created,null,1,0,1,null,null,null,E/15918-3,"32"" BSDL",Structural,100,FLUSH THE INTERNAL WELDS ON THE ACTUATOR CONNECTIONS.,GENERAL,0,4.5,0,0,FALSE,0
17538,Created,null,1,0,1,null,null,null,E/15918-3,"32"" BSDL",Structural,110,N.D.T. THE 6no ACTUATOR TO RISER WELDED CONNECTIONS.,SUBCON,0,0,0,0,FALSE,0
17538,Created,null,1,0,1,null,null,null,E/15918-3,"32"" BSDL",Structural,120,TURN THE RISER BACK TO THE VERTICAL POSITION & LEVEL IT UP.,PLATE,0,1.5,0,0,FALSE,0
17538,Created,null,1,0,1,null,null,null,E/15918-3,"32"" BSDL",Structural,130,DRESS & FIT ITEM 6 (8off) AND ITEM 7 TO THE RISER STRUCTURE.,PLATE,0,6,0,0,FALSE,0
17538,Created,null,1,0,1,null,null,null,E/15918-3,"32"" BSDL",Structural,140,PRE-WELD DIMENSIONAL AND ORIENTATION CHECK.,INSPECT,0,0.25,0,0,FALSE,0
17538,Created,null,1,0,1,null,null,null,E/15918-3,"32"" BSDL",Structural,150,WELD ITEM 6 (8off) AND ITEM 7 TO THE RISER STRUCTURE.,WELD,0,6.5,0,0,FALSE,0
17538,Created,null,1,0,1,null,null,null,E/15918-3,"32"" BSDL",Structural,160,PRE-DELIVERY DIMENSIONAL & VISUAL WELD INSPECTION.,INSPECT,0,1,0,0,FALSE,0
17538,Created,null,1,0,1,null,null,null,E/15918-3,"32"" BSDL",Structural,170,COMPLETE ALL REMAINING N.D.T. REQUIREMENTS.,SUBCON,0,0,0,0,FALSE,0
17538,Created,null,1,0,1,null,null,null,E/15918-3,"32"" BSDL",Structural,180,FIT THE FLANGE & ACTUATOR PROTECTION & LOAD FOR DELIVERY.,GENERAL,0,1,0,0,FALSE,0
17538,Created,null,1,0,1,null,null,null,E/15918-3,"32"" BSDL",Structural,190,DO NOT USE THESE HOURS.,GENERAL,0,26.5,0,0,FALSE,0
17537,Created,null,1,0,1,null,null,null,E/15918-2,"32"" BSDL",Structural,10,FIT THE ITEM 5 ROUND BAR TO THE RISER STRUCTURE.,PLATE,0,3,0,0,FALSE,0
17537,Created,null,1,0,1,null,null,null,E/15918-2,"32"" BSDL",Structural,20,PRE-WELD DIMENSIONAL AND ORIENTATION CHECK.,INSPECT,0,0.25,0,0,FALSE,0
17537,Created,null,1,0,1,null,null,null,E/15918-2,"32"" BSDL",Structural,30,WELD THE ITEM 5 ROUND BAR TO THE RISER STRUCTURE.,WELD,0,13.75,0,0,FALSE,0
17537,Created,null,1,0,1,null,null,null,E/15918-2,"32"" BSDL",Structural,40,TURN THE RISER HORIZONTAL & SECURE IT TO THE MANIPULATOR.,PLATE,0,1.75,0,0,FALSE,0
17537,Created,null,1,0,1,null,null,null,E/15918-2,"32"" BSDL",Structural,50,PREP THE 6no ACTUATOR CUT OUTS IN THE RISER STRUCTURE.,PLATE,0,21,0,0,FALSE,0
17537,Created,null,1,0,1,null,null,null,E/15918-2,"32"" BSDL",Structural,60,FIT & BRACE THE 6no ACTUATORS TO THE RISER STRUCTURE.,PLATE,0,14,0,0,FALSE,0
17537,Created,null,1,0,1,null,null,null,E/15918-2,"32"" BSDL",Structural,70,"PRE-WELD DIMENSIONAL, ORIENTATION & FIT UP CHECK.",INSPECT,0,0.5,0,0,FALSE,0
17537,Created,null,1,0,1,null,null,null,E/15918-2,"32"" BSDL",Structural,80,WELD THE 6no ACTUATORS TO THE RISER STRUCTURE.,WELD,0,18.5,0,0,FALSE,0
17537,Created,null,1,0,1,null,null,null,E/15918-2,"32"" BSDL",Structural,90,REMOVE THE TEMPORARY BRACING FROM THE ACTUATORS.,PLATE,0,2,0,0,FALSE,0
17537,Created,null,1,0,1,null,null,null,E/15918-2,"32"" BSDL",Structural,100,FLUSH THE INTERNAL WELDS ON THE ACTUATOR CONNECTIONS.,GENERAL,0,4.5,0,0,FALSE,0
17537,Created,null,1,0,1,null,null,null,E/15918-2,"32"" BSDL",Structural,110,N.D.T. THE 6no ACTUATOR TO RISER WELDED CONNECTIONS.,SUBCON,0,0,0,0,FALSE,0
17537,Created,null,1,0,1,null,null,null,E/15918-2,"32"" BSDL",Structural,120,TURN THE RISER BACK TO THE VERTICAL POSITION & LEVEL IT UP.,PLATE,0,1.5,0,0,FALSE,0
17537,Created,null,1,0,1,null,null,null,E/15918-2,"32"" BSDL",Structural,130,DRESS & FIT ITEM 6 (8off) AND ITEM 7 TO THE RISER STRUCTURE.,PLATE,0,6,0,0,FALSE,0
17537,Created,null,1,0,1,null,null,null,E/15918-2,"32"" BSDL",Structural,140,PRE-WELD DIMENSIONAL AND ORIENTATION CHECK.,INSPECT,0,0.25,0,0,FALSE,0
17537,Created,null,1,0,1,null,null,null,E/15918-2,"32"" BSDL",Structural,150,WELD ITEM 6 (8off) AND ITEM 7 TO THE RISER STRUCTURE.,WELD,0,6.5,0,0,FALSE,0
17537,Created,null,1,0,1,null,null,null,E/15918-2,"32"" BSDL",Structural,160,PRE-DELIVERY DIMENSIONAL & VISUAL WELD INSPECTION.,INSPECT,0,1,0,0,FALSE,0
17537,Created,null,1,0,1,null,null,null,E/15918-2,"32"" BSDL",Structural,170,COMPLETE ALL REMAINING N.D.T. REQUIREMENTS.,SUBCON,0,0,0,0,FALSE,0
17537,Created,null,1,0,1,null,null,null,E/15918-2,"32"" BSDL",Structural,180,FIT THE FLANGE & ACTUATOR PROTECTION & LOAD FOR DELIVERY.,GENERAL,0,1,0,0,FALSE,0
17537,Created,null,1,0,1,null,null,null,E/15918-2,"32"" BSDL",Structural,190,DO NOT USE THESE HOURS.,GENERAL,0,26.5,0,0,FALSE,0
17536,Created,null,1,0,1,null,null,null,E/15918-1,"32"" BSDL",Structural,10,FIT THE ITEM 5 ROUND BAR TO THE RISER STRUCTURE.,PLATE,0,3,0,0,FALSE,0
17536,Created,null,1,0,1,null,null,null,E/15918-1,"32"" BSDL",Structural,20,PRE-WELD DIMENSIONAL AND ORIENTATION CHECK.,INSPECT,0,0.25,0,0,FALSE,0
17536,Created,null,1,0,1,null,null,null,E/15918-1,"32"" BSDL",Structural,30,WELD THE ITEM 5 ROUND BAR TO THE RISER STRUCTURE.,WELD,0,13.75,0,0,FALSE,0
17536,Created,null,1,0,1,null,null,null,E/15918-1,"32"" BSDL",Structural,40,TURN THE RISER HORIZONTAL & SECURE IT TO THE MANIPULATOR.,PLATE,0,1.75,0,0,FALSE,0
17536,Created,null,1,0,1,null,null,null,E/15918-1,"32"" BSDL",Structural,50,PREP THE 6no ACTUATOR CUT OUTS IN THE RISER STRUCTURE.,PLATE,0,21,0,0,FALSE,0
17536,Created,null,1,0,1,null,null,null,E/15918-1,"32"" BSDL",Structural,60,FIT & BRACE THE 6no ACTUATORS TO THE RISER STRUCTURE.,PLATE,0,14,0,0,FALSE,0
17536,Created,null,1,0,1,null,null,null,E/15918-1,"32"" BSDL",Structural,70,"PRE-WELD DIMENSIONAL, ORIENTATION & FIT UP CHECK.",INSPECT,0,0.5,0,0,FALSE,0
17536,Created,null,1,0,1,null,null,null,E/15918-1,"32"" BSDL",Structural,80,WELD THE 6no ACTUATORS TO THE RISER STRUCTURE.,WELD,0,18.5,0,0,FALSE,0
17536,Created,null,1,0,1,null,null,null,E/15918-1,"32"" BSDL",Structural,90,REMOVE THE TEMPORARY BRACING FROM THE ACTUATORS.,PLATE,0,2,0,0,FALSE,0
17536,Created,null,1,0,1,null,null,null,E/15918-1,"32"" BSDL",Structural,100,FLUSH THE INTERNAL WELDS ON THE ACTUATOR CONNECTIONS.,GENERAL,0,4.5,0,0,FALSE,0
17536,Created,null,1,0,1,null,null,null,E/15918-1,"32"" BSDL",Structural,110,N.D.T. THE 6no ACTUATOR TO RISER WELDED CONNECTIONS.,SUBCON,0,0,0,0,FALSE,0
17536,Created,null,1,0,1,null,null,null,E/15918-1,"32"" BSDL",Structural,120,TURN THE RISER BACK TO THE VERTICAL POSITION & LEVEL IT UP.,PLATE,0,1.5,0,0,FALSE,0
17536,Created,null,1,0,1,null,null,null,E/15918-1,"32"" BSDL",Structural,130,DRESS & FIT ITEM 6 (8off) AND ITEM 7 TO THE RISER STRUCTURE.,PLATE,0,6,0,0,FALSE,0
17536,Created,null,1,0,1,null,null,null,E/15918-1,"32"" BSDL",Structural,140,PRE-WELD DIMENSIONAL AND ORIENTATION CHECK.,INSPECT,0,0.25,0,0,FALSE,0
17536,Created,null,1,0,1,null,null,null,E/15918-1,"32"" BSDL",Structural,150,WELD ITEM 6 (8off) AND ITEM 7 TO THE RISER STRUCTURE.,WELD,0,6.5,0,0,FALSE,0
17536,Created,null,1,0,1,null,null,null,E/15918-1,"32"" BSDL",Structural,160,PRE-DELIVERY DIMENSIONAL & VISUAL WELD INSPECTION.,INSPECT,0,1,0,0,FALSE,0
17536,Created,null,1,0,1,null,null,null,E/15918-1,"32"" BSDL",Structural,170,COMPLETE ALL REMAINING N.D.T. REQUIREMENTS.,SUBCON,0,0,0,0,FALSE,0
17536,Created,null,1,0,1,null,null,null,E/15918-1,"32"" BSDL",Structural,180,FIT THE FLANGE & ACTUATOR PROTECTION & LOAD FOR DELIVERY.,GENERAL,0,1,0,0,FALSE,0
17536,Created,null,1,0,1,null,null,null,E/15918-1,"32"" BSDL",Structural,190,DO NOT USE THESE HOURS.,GENERAL,0,26.5,0,0,FALSE,0
17535,Completed,null,1,1,0,09/11/2022 00:00:00,09/11/2022 00:00:00,null,VOR 22-075,ADDITIONAL HOURS AND MATERIALS AGAINST  TQ SO6402-003,Structural,1,MATERIAL,SUBCON,0,0,0,0,TRUE,0
17535,Completed,null,1,1,0,09/11/2022 00:00:00,09/11/2022 00:00:00,null,VOR 22-075,ADDITIONAL HOURS AND MATERIALS AGAINST  TQ SO6402-003,Structural,10,ADDITIONAL HOURS,PLATE,0,5,0,0,TRUE,0
17534,WIP,DAVE McNEIL,1,0,1,null,null,null,E/15837-1,"DIRT CYCLONE LOWER SECTION REPAIRS
- INSTALLATION OF CYCLONE LOWER SECTION",Structural,4,WELDER,WELD,0,537.5,0,4.9,FALSE,0
17534,WIP,DAVE McNEIL,1,0,1,null,null,null,E/15837-1,"DIRT CYCLONE LOWER SECTION REPAIRS
- INSTALLATION OF CYCLONE LOWER SECTION",Structural,5,DRILL / MACHINE,MACHINE,0,3.83444444,0,0,FALSE,0
17534,WIP,DAVE McNEIL,1,0,1,null,null,null,E/15837-1,"DIRT CYCLONE LOWER SECTION REPAIRS
- INSTALLATION OF CYCLONE LOWER SECTION",Structural,1000,HEAT TREATMENT,SUBCON,0,0,0,0,FALSE,0
17534,WIP,DAVE McNEIL,1,0,1,null,null,null,E/15837-1,"DIRT CYCLONE LOWER SECTION REPAIRS
- INSTALLATION OF CYCLONE LOWER SECTION",Structural,1010,SUB CONTRACT WORK,SUBCON,0,0,0,0,FALSE,0
17533,Completed,S ARMSTRONG,1,1,0,07/11/2022 00:00:00,07/11/2022 00:00:00,null,E/15296-8,"VARIATION TO ORDER
VO 22-046 REV 2

RENEW / WOOD SUPPLIER COST INCREASES FROM PO AWARD TO PLACING ORDERS

COST INCREASES: 100-TK-001 / 100-VE-009 / 150-VE-001",Vessels and Pipework,10,null,GENERAL,0,0,0,0,TRUE,0
17532,Completed,S ARMSTRONG,1,1,0,07/11/2022 00:00:00,07/11/2022 00:00:00,null,E/15296-7,"VARIATION TO ORDER
VO 22-041 REV 2

RENEW / WOOD OIL WATER SEPARATOR VESSEL 160-VE-001 COST INCREASE

CHANGES AND ADDITIONS TO THE DRAWINGS / DATA SHEET",Vessels and Pipework,10,null,GENERAL,0,0,0,0,TRUE,0
17531,WIP,G SKELTON,1,0,1,null,null,null,E/15849-1,MODEL CA55 HEAT EXCHANGER PARTS,Vessels and Pipework,3,PLATER,PLATE,0,12.33444444,0,0,FALSE,0
17531,WIP,G SKELTON,1,0,1,null,null,null,E/15849-1,MODEL CA55 HEAT EXCHANGER PARTS,Vessels and Pipework,4,WELDER,WELD,0,26.71722222,0,0,FALSE,0
17531,WIP,G SKELTON,1,0,1,null,null,null,E/15849-1,MODEL CA55 HEAT EXCHANGER PARTS,Vessels and Pipework,5,DRILL / MACHINE,MACHINE,0,23.06888889,0,0,FALSE,0
17531,WIP,G SKELTON,1,0,1,null,null,null,E/15849-1,MODEL CA55 HEAT EXCHANGER PARTS,Vessels and Pipework,10,GENERAL,GENERAL,0,15.58444444,0,0,FALSE,0
17531,WIP,G SKELTON,1,0,1,null,null,null,E/15849-1,MODEL CA55 HEAT EXCHANGER PARTS,Vessels and Pipework,1000,NDT,SUBCON,0,0,0,0,FALSE,0
17530,Created,null,1,0,1,null,null,null,E/15830-4,JIG S49234,Structural,10,RECEIPT AND INSPECTION OF GOODS,INSPECT,0,0,0,0,FALSE,0
17530,Created,null,1,0,1,null,null,null,E/15830-4,JIG S49234,Structural,20,ASSEMBLE & TACK PARTS 202 TO 201 X 12 OFF,PLATE,0,6.6,0,0,FALSE,0
17530,Created,null,1,0,1,null,null,null,E/15830-4,JIG S49234,Structural,30,PRE-WELD VISUAL & DIMENSIONAL INSPECTION,INSPECT,0,0,0,0,FALSE,0
17530,Created,null,1,0,1,null,null,null,E/15830-4,JIG S49234,Structural,40,WELD ASSEMBLED ITEMS 201 TO 202 X 12 OFF,WELD,0,1.91888889,0,0,FALSE,0
17530,Created,null,1,0,1,null,null,null,E/15830-4,JIG S49234,Structural,50,POST WELD VISUAL AND DIMENSIONAL INSPECTION,INSPECT,0,0,0,0,FALSE,0
17530,Created,null,1,0,1,null,null,null,E/15830-4,JIG S49234,Structural,60,NDT,SUBCON,0,0,0,0,FALSE,0
17530,Created,null,1,0,1,null,null,null,E/15830-4,JIG S49234,Structural,70,HOLD POINT - CLIENT RELEASE TO PAINT/STENCIL,INSPECT,0,0,0,0,FALSE,0
17530,Created,null,1,0,1,null,null,null,E/15830-4,JIG S49234,Structural,80,"DELIVER TO PAINTERS
12 OFF ASSEMBLIES 
  1 OFF PACKING CASE",GENERAL,0,1,0,0,FALSE,0
17530,Created,null,1,0,1,null,null,null,E/15830-4,JIG S49234,Structural,90,HOLD POINT - CLIENT INSPECTION & RELEASE AT PAINTERS,INSPECT,0,0,0,0,FALSE,0
17530,Created,null,1,0,1,null,null,null,E/15830-4,JIG S49234,Structural,100,COLLECT FROM PAINTERS AND RETURN TO FBL,GENERAL,0,1,0,0,FALSE,0
17530,Created,null,1,0,1,null,null,null,E/15830-4,JIG S49234,Structural,110,HOLD POINT - CLIENT RELEASE TO SHIP,INSPECT,0,0,0,0,FALSE,0
17530,Created,null,1,0,1,null,null,null,E/15830-4,JIG S49234,Structural,120,PACK ALL 12 INTO PACKING CASE,GENERAL,0,2,0,0,FALSE,0
17530,Created,null,1,0,1,null,null,null,E/15830-4,JIG S49234,Structural,130,DELIVERY TO CLIENT BY FBL,GENERAL,0,0,0,0,FALSE,0
17529,Created,null,1,0,1,null,null,null,E/15830-3,JIG S49213,Structural,10,RECEIPT AND INSPECTION OF MATERIALS,INSPECT,0,2,0,0,FALSE,0
17529,Created,null,1,0,1,null,null,null,E/15830-3,JIG S49213,Structural,20,MACHINING,SUBCON,0,0,0,0,FALSE,0
17529,Created,null,1,0,1,null,null,null,E/15830-3,JIG S49213,Structural,30,MARK THE THREE (3) SPLIT LINES TO ITEM 210 AND ROLL TO 6313MM INSIDE RADIUS,PLATE,0,3,0,0,FALSE,0
17529,Created,null,1,0,1,null,null,null,E/15830-3,JIG S49213,Structural,40,VISUAL AND DIMENSIONAL INSPECT ITEM 210,INSPECT,0,1,0,0,FALSE,0
17529,Created,null,1,0,1,null,null,null,E/15830-3,JIG S49213,Structural,50,MARK AND CUT STITCHES TO INTERNAL EDGE OF 210 AND DRESS,PLATE,0,4,0,0,FALSE,0
17529,Created,null,1,0,1,null,null,null,E/15830-3,JIG S49213,Structural,60,"POSITION SUPPORT PADS 205, 206 & 207, LOCATION ARMS 105 & 106, JOINT PLATE 204 AND TRANSFER HOLES.
MARK ON SCRIBE LINES AS NOTE 9 OF DRG. 1045604/0008",PLATE,0,22.65,0,0,FALSE,0
17529,Created,null,1,0,1,null,null,null,E/15830-3,JIG S49213,Structural,70,VISUAL & DIMENSIONAL INSPECTION OF HOLE POSITIONS PRIOR TO DRILLING,INSPECT,0,3,0,0,FALSE,0
17529,Created,null,1,0,1,null,null,null,E/15830-3,JIG S49213,Structural,80,DRILL ALL TRANSFERRED HOLES INTO ITEM 210,MACHINE,0,19.7,0,0,FALSE,0
17529,Created,null,1,0,1,null,null,null,E/15830-3,JIG S49213,Structural,90,"SPLIT ITEM 210 INTO ITEM 202,203 & 204 AND IDENTIFY",PLATE,0,4,0,0,FALSE,0
17529,Created,null,1,0,1,null,null,null,E/15830-3,JIG S49213,Structural,100,HOLD POINT - CLIENT/3RD PARTY INSPECTION FOR RELEASE TO PAINT,INSPECT,0,0,0,0,FALSE,0
17529,Created,null,1,0,1,null,null,null,E/15830-3,JIG S49213,Structural,110,TRANSPORT OF PARTS AND STORAGE BOX TO PAINTERS,GENERAL,0,2,0,0,FALSE,0
17529,Created,null,1,0,1,null,null,null,E/15830-3,JIG S49213,Structural,120,PAINT,SUBCON,0,0,0,0,FALSE,0
17529,Created,null,1,0,1,null,null,null,E/15830-3,JIG S49213,Structural,130,HOLD POINT - CLIENT / 3RD PARTY INSPECTION POST PAINTING,INSPECT,0,0,0,0,FALSE,0
17529,Created,null,1,0,1,null,null,null,E/15830-3,JIG S49213,Structural,140,HOLD POINT - CLIENT INSPECTION FOR RELEASE TO SHIP,INSPECT,0,0,0,0,FALSE,0
17529,Created,null,1,0,1,null,null,null,E/15830-3,JIG S49213,Structural,150,DELIVERY TO CLIENT,GENERAL,0,6,0,0,FALSE,0
17528,Created,null,1,0,1,null,null,null,E/15830-2,JIG S49301,Structural,10,VISUAL & DIMENSIONAL INSPECTION OF ALL PARTS & PREPARE DIMS REPORT,INSPECT,0,2,0,0,FALSE,0
17528,Created,null,1,0,1,null,null,null,E/15830-2,JIG S49301,Structural,20,CLIENT / 3RD PARTY INSPECTION TO RELEASE FOR PAINTING,INSPECT,0,0,0,0,FALSE,0
17528,Created,null,1,0,1,null,null,null,E/15830-2,JIG S49301,Structural,30,DELIVER 20 OFF ITEM 201 TO PAINTERS & 2 CRATES,GENERAL,0,2,0,0,FALSE,0
17528,Created,null,1,0,1,null,null,null,E/15830-2,JIG S49301,Structural,40,HOLD POINT -INSPECT AT PAINTERS & CLIENT 3RD PARTY INSPECTION,INSPECT,0,4,0,0,FALSE,0
17528,Created,null,1,0,1,null,null,null,E/15830-2,JIG S49301,Structural,50,COLLECT FROM PAINTERS POST CLIENT RELEASE TO FBL,GENERAL,0,2,0,0,FALSE,0
17528,Created,null,1,0,1,null,null,null,E/15830-2,JIG S49301,Structural,60,"PACK 1 OFF ITEM 202 INTO EACH PACKING CASE AND 10 OFF 201 INTO 202.
",GENERAL,0,2,0,0,FALSE,0
17528,Created,null,1,0,1,null,null,null,E/15830-2,JIG S49301,Structural,70,HOLD POINT - CLIENT RELEASE TO SHIP,INSPECT,0,0,0,0,FALSE,0
17528,Created,null,1,0,1,null,null,null,E/15830-2,JIG S49301,Structural,80,DELIVERY BY FBL TO CLIENT,GENERAL,0,0,0,0,FALSE,0
17527,Completed,null,1,1,0,03/11/2022 00:00:00,03/11/2022 00:00:00,null,E/15012-8,"Final Variation Extra Labour Charges as
agreed with Alex Blackwood and
Debbie Robinson",Site work,10,null,GENERAL,0,0,0,0,TRUE,0
17526,Completed,null,1,1,0,08/11/2022 00:00:00,08/11/2022 00:00:00,null,E/15912-1,WINCANTON HEINZ - CRANE CRACK REPAIR,Site work,10,null,GENERAL,0,41,0,30.5,FALSE,0
17526,Completed,null,1,1,0,08/11/2022 00:00:00,08/11/2022 00:00:00,null,E/15912-1,WINCANTON HEINZ - CRANE CRACK REPAIR,Site work,1000,SUB CONTRACT WORK,SUBCON,0,0,0,0,FALSE,0
17526,Completed,null,1,1,0,08/11/2022 00:00:00,08/11/2022 00:00:00,null,E/15912-1,WINCANTON HEINZ - CRANE CRACK REPAIR,Site work,1010,HIRE EQUIPMENT,SUBCON,0,0,0,0,FALSE,0
17526,Completed,null,1,1,0,08/11/2022 00:00:00,08/11/2022 00:00:00,null,E/15912-1,WINCANTON HEINZ - CRANE CRACK REPAIR,Site work,1020,NDT,SUBCON,0,0,0,0,FALSE,4
17525,Completed,null,1,1,0,01/11/2022 00:00:00,01/11/2022 00:00:00,null,E/15244-12,Transport Costs for collection of second set of Tees from Scunthorpe,Structural,10,null,GENERAL,0,0,0,0,TRUE,0
17524,WIP,null,1,0,1,null,null,null,E/15598-44,ADVANCED PAYMENT GUARANTEE CHARGES,Structural,10,null,GENERAL,0,0,0,0,FALSE,0
17523,Completed,null,1,1,0,31/10/2022 00:00:00,31/10/2022 00:00:00,null,E/15244-11,Transport costs for delivery of second set of Tees to Scunthorpe,SALES,10,null,GENERAL,0,0,0,0,TRUE,0
17522,Created,null,1,0,1,null,null,null,E/15403-5,"Variation to Order

VO 22-060 - Material Adjustment Costs
",SALES,10,null,GENERAL,0,0,0,0,FALSE,0
17521,Created,null,1,0,1,null,null,null,E/15906-1,AHH2 WET-MATE RETROFIT PROJECT,Structural,10,GENERAL,GENERAL,0,0,0,0,FALSE,0
17520,Completed,null,1,1,0,10/11/2022 00:00:00,09/11/2022 00:00:00,null,E/15897-5,32” Riser 4 Welding & Handling,Vessels and Pipework,20,WELD THE ITEM 5 ROUND BAR TO THE RISER STRUCTURE.,WELD,0,14.5,0,17.78333333,TRUE,0
17520,Completed,null,1,1,0,10/11/2022 00:00:00,09/11/2022 00:00:00,null,E/15897-5,32” Riser 4 Welding & Handling,Vessels and Pipework,30,TURN THE RISER HORIZONTAL & SECURE IT TO THE MANIPULATOR.,PLATE,0,2,0,0,TRUE,0
17520,Completed,null,1,1,0,10/11/2022 00:00:00,09/11/2022 00:00:00,null,E/15897-5,32” Riser 4 Welding & Handling,Vessels and Pipework,40,WELD THE 8no ACTUATORS TO THE RISER STRUCTURE.,WELD,0,28.5,0,19.21666666,TRUE,0
17520,Completed,null,1,1,0,10/11/2022 00:00:00,09/11/2022 00:00:00,null,E/15897-5,32” Riser 4 Welding & Handling,Vessels and Pipework,50,REMOVE THE TEMPORARY BRACING FROM THE ACTUATORS.,PLATE,0,2.25,0,0,TRUE,0
17520,Completed,null,1,1,0,10/11/2022 00:00:00,09/11/2022 00:00:00,null,E/15897-5,32” Riser 4 Welding & Handling,Vessels and Pipework,60,FLUSH THE INTERNAL WELDS ON THE ACTUATOR CONNECTIONS.,GENERAL,0,6.75,0,0,TRUE,0
17520,Completed,null,1,1,0,10/11/2022 00:00:00,09/11/2022 00:00:00,null,E/15897-5,32” Riser 4 Welding & Handling,Vessels and Pipework,70,N.D.T. THE 8no ACTUATOR TO RISER WELDED CONNECTIONS.,SUBCON,0,0,0,0,TRUE,0
17520,Completed,null,1,1,0,10/11/2022 00:00:00,09/11/2022 00:00:00,null,E/15897-5,32” Riser 4 Welding & Handling,Vessels and Pipework,80,TURN THE RISER BACK TO THE VERTICAL POSITION & LEVEL IT UP.,PLATE,0,1.5,0,0.75,TRUE,0
17520,Completed,null,1,1,0,10/11/2022 00:00:00,09/11/2022 00:00:00,null,E/15897-5,32” Riser 4 Welding & Handling,Vessels and Pipework,90,DRESS & FIT ITEM 6 (8off) AND ITEM 7 TO THE RISER STRUCTURE.,PLATE,0,6,0,7.91666667,TRUE,0
17520,Completed,null,1,1,0,10/11/2022 00:00:00,09/11/2022 00:00:00,null,E/15897-5,32” Riser 4 Welding & Handling,Vessels and Pipework,100,PRE-WELD DIMENSIONAL AND ORIENTATION CHECK.,INSPECT,0,0.25,0,0,TRUE,0
17520,Completed,null,1,1,0,10/11/2022 00:00:00,09/11/2022 00:00:00,null,E/15897-5,32” Riser 4 Welding & Handling,Vessels and Pipework,110,WELD ITEM 6 (8off) AND ITEM 7 TO THE RISER STRUCTURE.,WELD,0,10.25,0,0,TRUE,0
17520,Completed,null,1,1,0,10/11/2022 00:00:00,09/11/2022 00:00:00,null,E/15897-5,32” Riser 4 Welding & Handling,Vessels and Pipework,120,PRE-DELIVERY DIMENSIONAL & VISUAL WELD INSPECTION.,INSPECT,0,1,0,0,TRUE,0
