CustID,CustName,SONo,SOLineNo,SOLineStatus,SOLineQty,QtyOS,SOLineNet,PartDescription,SODate,SOLineRequiredDate,SOLinePromisedDate,SOLinePartNo,NetOS,WONo,WOStatusDescription,WOQtyOS,WOActualStartDate,MaxWOSchedFinish
FEG,FEG LTD,4989,11,10,1,1,600,Variation - Change Packed Ductwork to Plastic Pallets,00:00.0,00:00.0,00:00.0,E/10577-11,600,13074,Completed,1,00:00.0,00:00.0
FEG,FEG LTD,4989,11,10,1,1,600,Variation - Change Packed Ductwork to Plastic Pallets,00:00.0,00:00.0,00:00.0,E/10577-11,600,13487,Completed,1,00:00.0,00:00.0
FEG,FEG LTD,4989,12,0,1,1,6500,Variation for Site Activity,00:00.0,00:00.0,00:00.0,E/10577-12,6500,13488,Completed,1,00:00.0,00:00.0
FHP,FHP LIMITED,4703,6,0,4,4,380,Thrust Washer,00:00.0,00:00.0,00:00.0,E/10515-6,380,NULL,NULL,NULL,NULL,NULL
FHP,FHP LIMITED,4703,7,0,4,4,425,End Stopper,00:00.0,00:00.0,00:00.0,E/10515-7,425,NULL,NULL,NULL,NULL,NULL
BOOTH,FJ BOOTH CONSTRUCTION LIMITED,5314,2,30,15.237,-0.003,5790.06,W2225 LOT B19 - 15.237T,00:00.0,00:00.0,00:00.0,E/12054-2,-3.42,13669,Completed,0,57:00.0,00:00.0
FLEXIBLE,FLEXIBLE ENGINEERED SOLUTIONS LTD,6289,2,10,1,1,0,ROUTE CARD,00:00.0,00:00.0,00:00.0,10092,0,17131,Completed,2,50:00.0,00:00.0
FLEXIBLE,FLEXIBLE ENGINEERED SOLUTIONS LTD,6393,1,10,1,1,35530,"48"" BSDL UNITS",00:00.0,00:00.0,00:00.0,E/15797-1,213180,17421,WIP,1,00:39.0,00:00.0
FLEXIBLE,FLEXIBLE ENGINEERED SOLUTIONS LTD,6393,2,10,1,1,0,48 inch Riser A Cutting & Prepping.    ,00:00.0,00:00.0,00:00.0,E/15797-2,0,17475,WIP,1,01:00.0,00:00.0
FLEXIBLE,FLEXIBLE ENGINEERED SOLUTIONS LTD,6393,3,10,1,1,0,48 inch Riser B Cutting & Prepping.    ,00:00.0,00:00.0,00:00.0,E/15797-3,0,17476,WIP,1,22:00.0,00:00.0
FLEXIBLE,FLEXIBLE ENGINEERED SOLUTIONS LTD,6393,4,10,1,1,0,48 inch Riser C Cutting & Prepping.    ,00:00.0,00:00.0,00:00.0,E/15797-4,0,17477,WIP,1,08:00.0,00:00.0
FLEXIBLE,FLEXIBLE ENGINEERED SOLUTIONS LTD,6393,5,10,1,1,0,48 inch Riser D Cutting & Prepping.    ,00:00.0,00:00.0,00:00.0,E/15797-5,0,17478,WIP,1,00:09.0,00:00.0
FLEXIBLE,FLEXIBLE ENGINEERED SOLUTIONS LTD,6393,6,10,1,1,0,48 inch Riser E Cutting & Prepping.   ,00:00.0,00:00.0,00:00.0,E/15797-6,0,17479,WIP,1,04:00.0,00:00.0
FLEXIBLE,FLEXIBLE ENGINEERED SOLUTIONS LTD,6393,7,10,1,1,0,48 inch Riser F Cutting & Prepping. ,00:00.0,00:00.0,00:00.0,E/15797-7,0,17480,WIP,1,29:00.0,00:00.0
FLEXIBLE,FLEXIBLE ENGINEERED SOLUTIONS LTD,6393,8,10,1,1,0,48 inch Riser A Assembly & Welding. ,00:00.0,00:00.0,00:00.0,E/15797-8,0,17481,WIP,1,53:00.0,00:00.0
FLEXIBLE,FLEXIBLE ENGINEERED SOLUTIONS LTD,6393,9,10,1,1,0,48 inch Riser B Assembly & Welding. ,00:00.0,00:00.0,00:00.0,E/15797-9,0,17482,WIP,1,25:00.0,00:00.0
FLEXIBLE,FLEXIBLE ENGINEERED SOLUTIONS LTD,6393,10,10,1,1,0,48 inch Riser C Assembly & Welding. ,00:00.0,00:00.0,00:00.0,E/15797-10,0,17483,WIP,1,41:00.0,00:00.0
FLEXIBLE,FLEXIBLE ENGINEERED SOLUTIONS LTD,6393,11,10,1,1,0,48 inch Riser D Assembly & Welding. ,00:00.0,00:00.0,00:00.0,E/15797-11,0,17484,WIP,1,00:00.0,00:00.0
FLEXIBLE,FLEXIBLE ENGINEERED SOLUTIONS LTD,6393,12,10,1,1,0,48 inch Riser E Assembly & Welding. ,00:00.0,00:00.0,00:00.0,E/15797-12,0,17485,WIP,1,00:33.0,00:00.0
FLEXIBLE,FLEXIBLE ENGINEERED SOLUTIONS LTD,6393,13,10,1,1,0,48 inch Riser F Assembly & Welding. ,00:00.0,00:00.0,00:00.0,E/15797-13,0,17486,WIP,1,02:00.0,00:00.0
FBL,FRANCIS BROWN LTD,4168,1,30,1,0,0,TO CLEAN OUT 7 SHOP OFFICE BLOCK,00:00.0,00:00.0,00:00.0,E/9367-1,0,10047,Completed,0,00:00.0,00:00.0
FBL,FRANCIS BROWN LTD,4448,1,30,1,0,0,7 SHOP - PREP WORK,00:00.0,00:00.0,00:00.0,E/9966-1,0,10946,Completed,0,28:00.0,00:00.0
FBL,FRANCIS BROWN LTD,4522,1,30,1,0,0,ROLLER PLATFORM,00:00.0,00:00.0,00:00.0,E/10136-1,0,11141,Completed,0,17:00.0,00:00.0
FBL,FRANCIS BROWN LTD,4707,1,30,25,0,0,2400 ORDERS,00:00.0,00:00.0,00:00.0,E/3052-1,0,11801,Completed,0,11:00.0,00:00.0
FBL,FRANCIS BROWN LTD,4837,1,30,1,0,0,STORES AND CONSUMABLES,00:00.0,00:00.0,00:00.0,E/1901-1,0,NULL,NULL,NULL,NULL,NULL
FBL,FRANCIS BROWN LTD,4837,2,30,1,0,0,MAINTENANCE,00:00.0,00:00.0,00:00.0,E/1901-2,0,NULL,NULL,NULL,NULL,NULL
FBL,FRANCIS BROWN LTD,4837,3,0,1,1,0,P.P.E.,00:00.0,00:00.0,00:00.0,E/1901-4,0,12156,Cancelled,1,00:00.0,00:00.0
FBL,FRANCIS BROWN LTD,4888,1,10,1,1,0,GUARDS,00:00.0,00:00.0,00:00.0,E/10951-1,0,12420,Completed,1,00:00.0,00:00.0
FBL,FRANCIS BROWN LTD,4890,1,10,1,1,0,WELD TRIALS,00:00.0,00:00.0,00:00.0,E/10957-1,0,12422,Completed,1,39:00.0,00:00.0
FBL,FRANCIS BROWN LTD,4901,1,10,25,25,0,2400 ORDERS,00:00.0,00:00.0,00:00.0,E/3052-1,0,12446,Completed,25,55:00.0,00:00.0
FBL,FRANCIS BROWN LTD,4955,1,10,25,25,0,2400 ORDERS,00:00.0,00:00.0,00:00.0,E/3052-1,0,12593,Completed,25,34:00.0,00:00.0
FBL,FRANCIS BROWN LTD,5015,1,10,25,25,0,2400 ORDERS,00:00.0,00:00.0,00:00.0,E/3052-1,0,12892,Completed,25,54:00.0,00:00.0
FBL,FRANCIS BROWN LTD,5056,1,30,1,0,0,2400 ORDERS,00:00.0,00:00.0,00:00.0,E/3052-1,0,13045,Completed,24,18:00.0,00:00.0
FBL,FRANCIS BROWN LTD,5077,1,10,25,25,0,2400 ORDERS,00:00.0,00:00.0,00:00.0,E/3052-1,0,13119,Completed,25,15:00.0,00:00.0
FBL,FRANCIS BROWN LTD,5201,1,10,25,25,0,2400 ORDERS,00:00.0,00:00.0,00:00.0,E/3052-1,0,13433,Completed,25,00:00.0,00:00.0
FBL,FRANCIS BROWN LTD,5208,1,10,1,1,0,SITE CLEARANCE AT N.E.F.,00:00.0,00:00.0,00:00.0,E/11801-1,0,13464,Completed,1,00:00.0,00:00.0
FBL,FRANCIS BROWN LTD,5255,1,10,1,1,0,CARRY OUT EN1090 PROCESS PROCEDURES,00:00.0,00:00.0,00:00.0,E/11921-1,0,13540,Completed,1,00:00.0,00:00.0
FBL,FRANCIS BROWN LTD,5311,1,30,1,0,0,2400 ORDERS,00:00.0,00:00.0,00:00.0,E/3052-1,0,13660,Completed,24,45:00.0,00:00.0
FBL,FRANCIS BROWN LTD,5342,1,0,25,25,0,2400 ORDERS,00:00.0,00:00.0,00:00.0,E/3052-1,0,13726,Completed,25,00:00.0,00:00.0
FBL,FRANCIS BROWN LTD,5395,1,10,25,25,0,2400 ORDERS,00:00.0,00:00.0,00:00.0,E/3052-1,0,14185,Completed,25,55:00.0,00:00.0
FBL,FRANCIS BROWN LTD,5427,1,0,25,25,0,2400 ORDERS,00:00.0,00:00.0,00:00.0,E/3052-1,0,14287,Completed,25,00:00.0,00:00.0
FBL,FRANCIS BROWN LTD,5443,1,10,25,25,0,2400 ORDERS,00:00.0,00:00.0,00:00.0,E/3052-1,0,14320,Completed,25,05:00.0,00:00.0
FBL,FRANCIS BROWN LTD,5466,1,10,25,25,0,2400 ORDERS,00:00.0,00:00.0,00:00.0,E/3052-1,0,14387,Completed,25,20:00.0,00:00.0
FBL,FRANCIS BROWN LTD,5475,1,0,25,25,0,2400 ORDERS,00:00.0,00:00.0,00:00.0,E/3052-1,0,14424,Completed,25,00:00.0,00:00.0
FBL,FRANCIS BROWN LTD,5533,1,0,25,25,0,2400 ORDERS,00:00.0,00:00.0,00:00.0,E/3052-1,0,14615,Completed,25,00:00.0,00:00.0
FBL,FRANCIS BROWN LTD,5556,1,0,25,25,0,2400 ORDERS,00:00.0,00:00.0,00:00.0,E/3052-1,0,14679,Completed,25,00:00.0,00:00.0
FBL,FRANCIS BROWN LTD,5576,1,0,25,25,0,2400 ORDERS,00:00.0,00:00.0,00:00.0,E/3052-1,0,14723,Completed,25,00:00.0,00:00.0
FBL,FRANCIS BROWN LTD,5592,1,10,25,25,0,2400 ORDERS,00:00.0,00:00.0,00:00.0,E/3052-1,0,14803,Completed,25,00:00.0,00:00.0
FBL,FRANCIS BROWN LTD,5609,1,10,25,25,0,2400 ORDERS,00:00.0,00:00.0,00:00.0,E/3052-1,0,14859,Completed,25,00:00.0,00:00.0
FBL,FRANCIS BROWN LTD,5629,1,0,25,25,0,2400 ORDERS,00:00.0,00:00.0,00:00.0,E/3052-1,0,14942,Completed,25,00:00.0,00:00.0
FBL,FRANCIS BROWN LTD,5642,1,30,25,0,0,2400 ORDERS,00:00.0,00:00.0,00:00.0,E/3052-1,0,15072,Completed,0,00:00.0,00:00.0
FBL,FRANCIS BROWN LTD,5656,1,0,25,25,0,2400 ORDERS,00:00.0,00:00.0,00:00.0,E/3052-1,0,15121,Completed,25,00:00.0,00:00.0
FBL,FRANCIS BROWN LTD,5683,1,0,25,25,0,2400 ORDERS,00:00.0,00:00.0,00:00.0,E/3052-1,0,15191,Completed,25,00:00.0,00:00.0
FBL,FRANCIS BROWN LTD,5700,1,0,25,25,0,2400 ORDERS,00:00.0,00:00.0,00:00.0,E/3052-1,0,15263,Completed,25,00:00.0,00:00.0
FBL,FRANCIS BROWN LTD,5720,1,0,25,25,0,2400 ORDERS,00:00.0,00:00.0,00:00.0,E/3052-1,0,15333,Completed,25,00:00.0,00:00.0
FBL,FRANCIS BROWN LTD,5726,1,10,1,1,0,GENERAL WELD TESTING,00:00.0,00:00.0,00:00.0,E/13454-1,0,15342,Completed,1,00:00.0,00:00.0
FREUDENBERG,FREUDENBERG OIL & GAS TECHNOLOGIES,4827,1,30,1,0,1427,PIN - J LOCK,00:00.0,00:00.0,00:00.0,E/10762-1,0,12146,Completed,0,00:00.0,00:00.0
FREUDENBERG,FREUDENBERG OIL & GAS TECHNOLOGIES,4892,2,0,1,1,425,TRANSPORT & PACKAGING,00:00.0,00:00.0,00:00.0,E/10955-2,425,12521,Completed,1,00:00.0,00:00.0
FREUDENBERG,FREUDENBERG OIL & GAS TECHNOLOGIES,4900,2,0,1,1,100,CARRIAGE,00:00.0,00:00.0,00:00.0,E/10981-2,200,12448,Completed,1,00:00.0,00:00.0
FREUDENBERG,FREUDENBERG OIL & GAS TECHNOLOGIES,4981,1,10,2,2,0,CLASS 4 DRIVE BUCKET PLUG HANDLE,00:00.0,00:00.0,00:00.0,E/11161-1,0,12707,Completed,2,00:00.0,00:00.0
FRONTIER,FRONTIER TECHNICAL LIMITED,6008,1,10,1,1,0,MARLIN STAR PROJECT,00:00.0,00:00.0,00:00.0,E/14388-1,0,16143,Completed,1,00:00.0,00:00.0
GLOBALMARINE,GLOBAL MARINE,6335,1,30,1,0,338229.16,REPEATER STACK,00:00.0,00:00.0,00:00.0,E/15536-1,0,17233,Completed,0,00:00.0,00:00.0
GLOBALMARINE,GLOBAL MARINE,6335,2,30,1,0,0,"GLOBAL MARINE REPEATER BOX
CUTTING SECTIONS",00:00.0,00:00.0,00:00.0,E/15536-2,0,17256,Completed,0,18:00.0,00:00.0
GLOBALMARINE,GLOBAL MARINE,6335,3,30,1,0,0,"GLOBAL MARINE REPEATER BOX
BASE FRAME FABRICATION",00:00.0,00:00.0,00:00.0,E/15536-3,0,17262,Completed,0,32:00.0,00:00.0
GLOBALMARINE,GLOBAL MARINE,6335,4,30,1,0,0,GLOBAL MARINE REPEATER BOX - SIDE PANEL FABRICATION & FITTING,00:00.0,00:00.0,00:00.0,E/15536-4,0,17264,Completed,0,00:00.0,00:00.0
GLOBALMARINE,GLOBAL MARINE,6335,5,30,1,0,0,GLOBAL MARINE REPEATER BOX - ROOF SECTIONS FABRICATION & FITTING,00:00.0,00:00.0,00:00.0,E/15536-5,0,17266,Completed,0,34:00.0,00:00.0
GLOBALMARINE,GLOBAL MARINE,6335,6,30,1,0,0,GLOBAL MARINE REPEATER BOX - SECONDARY STEEL FABRICATION & FITTING,00:00.0,00:00.0,00:00.0,E/15536-6,0,17270,Completed,0,41:00.0,00:00.0
GLOBALMARINE,GLOBAL MARINE,6335,7,30,1,0,0,GLOBAL MARINE REPEATER BOX - SUB-ASSEMBLIES FABRICATION,00:00.0,00:00.0,00:00.0,E/15536-7,0,17273,Completed,0,02:00.0,00:00.0
GLOBALMARINE,GLOBAL MARINE,6335,8,30,1,0,0,GLOBAL MARINE REPEATER BOX - ROOF PANELS FABRICATION,00:00.0,00:00.0,00:00.0,E/15536-8,0,17276,Completed,0,59:00.0,00:00.0
GLOBALMARINE,GLOBAL MARINE,6335,9,30,1,0,0,GLOBAL MARINE REPEATER BOX - PRE-COATING TRIAL ASSEMBLY,00:00.0,00:00.0,00:00.0,E/15536-9,0,17284,Completed,0,06:00.0,00:00.0
GLOBALMARINE,GLOBAL MARINE,6335,10,30,1,0,0,GLOBAL MARINE REPEATER BOX - POST COATING FINAL ASSEMBLY,00:00.0,00:00.0,00:00.0,E/15536-10,0,17293,Completed,0,54:00.0,00:00.0
GLOBALMARINE,GLOBAL MARINE,6335,11,10,1,1,0,"VARIATION TO ORDER 

VO 22-040
DESIGN CHANGE TO LIDS AND PLATFORM PAD CONNECTIONS",00:00.0,00:00.0,00:00.0,E/15536-11,0,17302,Completed,1,10:00.0,00:00.0
GLOBALMARINE,GLOBAL MARINE,6372,1,30,1,0,195260,ARCADIS CABLE SUPPORT FRAMEWORKS,00:00.0,00:00.0,00:00.0,E/15603-1,0,17357,Completed,0,44:00.0,00:00.0
GLOBALMARINE,GLOBAL MARINE,6372,2,10,1,1,0,Cable Support Type 1 Assembly – 10 off,00:00.0,00:00.0,00:00.0,E/15603-2,0,17363,Completed,1,00:00.0,00:00.0
GLOBALMARINE,GLOBAL MARINE,6372,3,10,1,1,0,Cable Support Type 2 Assembly – 10 off,00:00.0,00:00.0,00:00.0,E/15603-3,0,17364,Completed,1,10:00.0,00:00.0
GLOBALMARINE,GLOBAL MARINE,6372,4,10,1,1,0,Cable Support Type 4 Assembly – 10 off,00:00.0,00:00.0,00:00.0,E/15603-4,0,17365,Completed,1,30:00.0,00:00.0
GLOBALMARINE,GLOBAL MARINE,6372,5,10,1,1,0,Cable Support Horizontal Bars – 10 off each,00:00.0,00:00.0,00:00.0,E/15603-5,0,17366,Completed,1,30:00.0,00:00.0
GLOBALMARINE,GLOBAL MARINE,6372,6,10,1,1,0,Cable Support Frame Trial Assembly – 10 off,00:00.0,00:00.0,00:00.0,E/15603-6,0,17367,Completed,1,30:00.0,00:00.0
GLOBALMARINE,GLOBAL MARINE,6372,7,10,1,1,0,Cable Support Type 1 Assembly – 16 off,00:00.0,00:00.0,00:00.0,E/15603-7,0,17368,Completed,1,43:00.0,00:00.0
GLOBALMARINE,GLOBAL MARINE,6372,8,10,1,1,0,Cable Support Type 2 Assembly – 16 off,00:00.0,00:00.0,00:00.0,E/15603-8,0,17369,Completed,1,17:00.0,00:00.0
GLOBALMARINE,GLOBAL MARINE,6372,9,10,1,1,0,Cable Support Type 4 Assembly – 16 off,00:00.0,00:00.0,00:00.0,E/15603-9,0,17370,Completed,1,20:00.0,00:00.0
GLOBALMARINE,GLOBAL MARINE,6372,10,10,1,1,0,Cable Support Horizontal Bars – 16 off each,00:00.0,00:00.0,00:00.0,E/15603-10,0,17371,Completed,1,46:00.0,00:00.0
GLOBALMARINE,GLOBAL MARINE,6372,11,10,1,1,0,Cable Support Frame Trial Assembly – 16 off,00:00.0,00:00.0,00:00.0,E/15603-11,0,17372,Completed,1,57:00.0,00:00.0
HOLGATE,GMFL ASSOCIATES LTD,5774,1,30,6,0,251976,GRINDING MILLS,00:00.0,00:00.0,00:00.0,E/13438-1,0,15446,Completed,0,02:00.0,00:00.0
HOLGATE,GMFL ASSOCIATES LTD,5774,2,30,6,0,0,1010.2-8 Grinding Ring Bottom Cover - Cyclone Fit,00:00.0,00:00.0,00:00.0,E/9067-4,0,15495,Completed,0,00:00.0,00:00.0
HOLGATE,GMFL ASSOCIATES LTD,5774,3,30,6,0,0,1010.5-2 Top Plate Ceramic Liner Clamp,00:00.0,00:00.0,00:00.0,E/9067-5,0,15496,Completed,0,00:00.0,00:00.0
HOLGATE,GMFL ASSOCIATES LTD,5774,4,30,6,0,0,1010.5-5 Base Plate Ceramic Liner Clamp,00:00.0,00:00.0,00:00.0,E/9067-6,0,15497,Completed,0,00:00.0,00:00.0
HOLGATE,GMFL ASSOCIATES LTD,5774,5,30,6,0,0,2010.1-4 Cyclone - Lower Assembly,00:00.0,00:00.0,00:00.0,E/9067-7,0,15498,Completed,0,10:00.0,00:00.0
HOLGATE,GMFL ASSOCIATES LTD,5774,6,30,6,0,0,1010.2-6 Top & Bottom Ceramic Outer Clamps,00:00.0,00:00.0,00:00.0,E/9067-8,0,15499,Completed,0,00:00.0,00:00.0
HOLGATE,GMFL ASSOCIATES LTD,5774,7,30,6,0,0,1010.2-3 Grinding Ring,00:00.0,00:00.0,00:00.0,E/9067-9,0,15500,Completed,0,36:00.0,00:00.0
HOLGATE,GMFL ASSOCIATES LTD,5774,8,30,6,0,0,1010.5-3 Grinding Ring Top Cover - Cyclone Fit,00:00.0,00:00.0,00:00.0,E/9067-10,0,15501,Completed,0,00:00.0,00:00.0
HOLGATE,GMFL ASSOCIATES LTD,5774,9,30,6,0,0,1010.2-4 Grinding Ring - Tube Liner,00:00.0,00:00.0,00:00.0,E/9067-11,0,15502,Completed,0,20:00.0,00:00.0
HOLGATE,GMFL ASSOCIATES LTD,5774,10,30,6,0,0,2010.1-5 Cyclone Vortex Finder,00:00.0,00:00.0,00:00.0,E/9067-12,0,15503,Completed,0,00:00.0,00:00.0
HOLGATE,GMFL ASSOCIATES LTD,5774,11,30,6,0,0,1010.1-0 Impact Feeder Lower Impact Tube,00:00.0,00:00.0,00:00.0,E/9067-13,0,15504,Completed,0,56:00.0,00:00.0
HOLGATE,GMFL ASSOCIATES LTD,5774,12,30,6,0,0,1010.1-6 Nozzle Holder - First Venturi,00:00.0,00:00.0,00:00.0,E/9067-14,0,15505,Completed,0,39:00.0,00:00.0
HOLGATE,GMFL ASSOCIATES LTD,5774,13,30,6,0,0,1010.5-9 Impact Feeder Nozzle Holder - Second Venturi,00:00.0,00:00.0,00:00.0,E/9067-15,0,15506,Completed,0,56:00.0,00:00.0
HOLGATE,GMFL ASSOCIATES LTD,5774,14,30,6,0,0,1010.2-0/9 Impact Feeder Primary/Secondary Nozzle,00:00.0,00:00.0,00:00.0,E/9067-16,0,15507,Completed,0,49:00.0,00:00.0
HOLGATE,GMFL ASSOCIATES LTD,5774,15,30,6,0,0,1010.1-5 Impact Feeder Spacer Tube,00:00.0,00:00.0,00:00.0,E/9067-17,0,15508,Completed,0,42:00.0,00:00.0
HOLGATE,GMFL ASSOCIATES LTD,5774,16,30,6,0,0,1010.1-1 Impact Feeder Impact Tube,00:00.0,00:00.0,00:00.0,E/9067-18,0,15509,Completed,0,28:00.0,00:00.0
HOLGATE,GMFL ASSOCIATES LTD,5774,17,30,6,0,0,1010.1-7 Impact Feeder Impact Plug,00:00.0,00:00.0,00:00.0,E/9067-19,0,15510,Completed,0,44:00.0,00:00.0
HOLGATE,GMFL ASSOCIATES LTD,5774,18,30,6,0,0,1010.5-10 Impact Feeder Wear Sleeve,00:00.0,00:00.0,00:00.0,E/9067-20,0,15511,Completed,0,49:00.0,00:00.0
HOLGATE,GMFL ASSOCIATES LTD,5774,19,30,6,0,0,1010.1-4 [1-8] Impact Feeder Feed Tundish,00:00.0,00:00.0,00:00.0,E/9067-21,0,15512,Completed,0,00:00.0,00:00.0
HOLGATE,GMFL ASSOCIATES LTD,5774,20,30,6,0,0,1010.1-9 Impact Plate Clamp,00:00.0,00:00.0,00:00.0,E/9067-22,0,15513,Completed,0,00:00.0,00:00.0
HOLGATE,GMFL ASSOCIATES LTD,5774,21,30,6,0,0,Assembly of Grind Mills (Including hydrotesting),00:00.0,00:00.0,00:00.0,E/9067-23,0,15514,Completed,0,00:00.0,00:00.0
HOLGATE,GMFL ASSOCIATES LTD,5774,22,30,6,0,0,Assembly of Impact Feeder,00:00.0,00:00.0,00:00.0,E/9067-24,0,15515,Completed,0,29:00.0,00:00.0
HOLGATE,GMFL ASSOCIATES LTD,5774,23,30,1,0,0,Transport,00:00.0,00:00.0,00:00.0,E/13438-2,0,15543,Completed,0,00:00.0,00:00.0
HOLGATE,GMFL ASSOCIATES LTD,5774,24,30,1,0,2868,VO 19/001 - 6 (SIX) SETS OF SLIP-ON FLANGES,00:00.0,00:00.0,00:00.0,E/9067-260001,0,15615,Completed,0,00:00.0,00:00.0
GRAHAMCONST,GRAHAM,6406,1,0,1,1,28505,SOUTH BANK QUAY - SHEET PILES,00:00.0,00:00.0,00:00.0,E/15854-1,142525,17492,Created,1,NULL,00:00.0
HASKEL,HASKEL EUROPE LIMITED,6034,1,10,1,1,109842,PRESSURE VESSEL,00:00.0,00:00.0,00:00.0,E/14361-1,9336570,16230,Completed,1,00:00.0,00:00.0
HASKEL,HASKEL EUROPE LIMITED,6034,2,10,1,1,0,Carryout WPQR,00:00.0,00:00.0,00:00.0,E/14361-2,0,16492,Completed,1,00:00.0,00:00.0
HASKEL,HASKEL EUROPE LIMITED,6113,15,0,1,1,7000,Bolt Tightening of Main Vessel Flange ,00:00.0,00:00.0,00:00.0,E/14460-15,7000,17308,Created,1,NULL,00:00.0
HASKEL,HASKEL EUROPE LIMITED,6166,2,10,1,1,0,VESSEL 4,00:00.0,00:00.0,00:00.0,E/14891-2,0,16672,Completed,1,30:00.0,00:00.0
HASKEL,HASKEL EUROPE LIMITED,6166,3,10,1,1,0,VESSEL 5,00:00.0,00:00.0,00:00.0,E/14891-3,0,16673,Completed,1,30:00.0,00:00.0
HASKEL,HASKEL EUROPE LIMITED,6166,4,10,1,1,0,VESSEL 6,00:00.0,00:00.0,00:00.0,E/14891-4,0,16674,Completed,1,30:00.0,00:00.0
HASKEL,HASKEL EUROPE LIMITED,6166,5,10,1,1,0,NCR 21043 - REWORK TO CANS DUE TO ROLLING DAMAGE,00:00.0,00:00.0,00:00.0,E/14891-5,0,16895,Completed,1,00:00.0,00:00.0
HASKEL,HASKEL EUROPE LIMITED,6166,14,10,1,1,0,"VARIATION TO ORDER

NITROGEN FILLING",00:00.0,00:00.0,00:00.0,E/14891-14,0,17320,WIP,1,16:00.0,00:00.0
HASKEL,HASKEL EUROPE LIMITED,6404,1,10,1,1,1554,BLIND FLANGES / HALF COUPLINGS / SPIRAL WOUND GASKETS,00:00.0,00:00.0,00:00.0,E/15845-1,7770,17490,WIP,1,00:00.0,00:00.0
HEEREM,HEEREMA HARTLEPOOL,2812,1,30,1,0,6000,DESIGN AND DRAWINGS FOR VARIOUS TANKS,00:00.0,00:00.0,00:00.0,E/5904-1,0,5920,Completed,0,00:00.0,00:00.0
HEEREM,HEEREMA HARTLEPOOL,2816,1,30,1,0,27737,SUMP TANK,00:00.0,00:00.0,00:00.0,E/5904-5,0,5924,Completed,0,00:00.0,00:00.0
HEEREM,HEEREMA HARTLEPOOL,4256,25,30,1,0,2910.6,VO 13-575,00:00.0,00:00.0,00:00.0,E/9508-25,0,10754,Completed,0,00:00.0,00:00.0
HEEREM,HEEREMA HARTLEPOOL,5626,1,30,1,0,0,"RADIUS ALL SECTIONS ON PROJECT (HEB200, IPE200 & UPN200)",00:00.0,00:00.0,00:00.0,E/13077-1,0,14918,Completed,0,34:00.0,00:00.0
HEEREM,HEEREMA HARTLEPOOL,5626,3,10,1,1,0,Cable Deck  - Panel 1 of 16,00:00.0,00:00.0,00:00.0,E/13077-3,0,14920,Cancelled,1,00:00.0,00:00.0
HEEREM,HEEREMA HARTLEPOOL,5626,4,10,1,1,0,Cable Deck  - Panel 2 of 16,00:00.0,00:00.0,00:00.0,E/13077-4,0,14921,Cancelled,1,00:00.0,00:00.0
HEEREM,HEEREMA HARTLEPOOL,5626,5,10,1,1,0,Cable Deck  - Panel 3 of 16,00:00.0,00:00.0,00:00.0,E/13077-5,0,14922,Cancelled,1,00:00.0,00:00.0
HEEREM,HEEREMA HARTLEPOOL,5626,6,10,1,1,0,Cable Deck  - Panel 4 of 16,00:00.0,00:00.0,00:00.0,E/13077-6,0,14923,Cancelled,1,00:00.0,00:00.0
HEEREM,HEEREMA HARTLEPOOL,5626,7,10,1,1,0,Cable Deck  - Panel 5 of 16,00:00.0,00:00.0,00:00.0,E/13077-7,0,14924,Cancelled,1,00:00.0,00:00.0
HEEREM,HEEREMA HARTLEPOOL,5626,8,10,1,1,0,Cable Deck  - Panel 6 of 16,00:00.0,00:00.0,00:00.0,E/13077-8,0,14925,Cancelled,1,00:00.0,00:00.0
HEEREM,HEEREMA HARTLEPOOL,5626,9,10,1,1,0,Cable Deck  - Panel 7 of 16,00:00.0,00:00.0,00:00.0,E/13077-9,0,14926,Cancelled,1,00:00.0,00:00.0
HEEREM,HEEREMA HARTLEPOOL,5626,10,10,1,1,0,Cable Deck  - Panel 8 of 16,00:00.0,00:00.0,00:00.0,E/13077-10,0,14927,Cancelled,1,00:00.0,00:00.0
HEEREM,HEEREMA HARTLEPOOL,5626,11,10,1,1,0,Cable Deck  - Panel 9 of 16,00:00.0,00:00.0,00:00.0,E/13077-11,0,14928,Cancelled,1,00:00.0,00:00.0
HEEREM,HEEREMA HARTLEPOOL,5626,12,0,1,1,0,Cable Deck - Panel 10 of 16,00:00.0,00:00.0,00:00.0,E/13077-12,0,14929,Cancelled,1,00:00.0,00:00.0
HEEREM,HEEREMA HARTLEPOOL,5626,13,10,1,1,0,Cable Deck - Panel 11 of 16,00:00.0,00:00.0,00:00.0,E/13077-13,0,14930,Cancelled,1,00:00.0,00:00.0
HEEREM,HEEREMA HARTLEPOOL,5626,14,10,1,1,0,Cable Deck - Panel 12 of 16,00:00.0,00:00.0,00:00.0,E/13077-14,0,14931,Cancelled,1,00:00.0,00:00.0
HEEREM,HEEREMA HARTLEPOOL,5626,15,10,1,1,0,Cable Deck - Panel 13 of 16,00:00.0,00:00.0,00:00.0,E/13077-15,0,14932,Cancelled,1,00:00.0,00:00.0
HEEREM,HEEREMA HARTLEPOOL,5626,16,10,1,1,0,Cable Deck - Panel 14 of 16,00:00.0,00:00.0,00:00.0,E/13077-16,0,14933,Cancelled,1,00:00.0,00:00.0
